id,text,BIO_anno,class
4619,申请完没显示结果啊，就说什么上网点，短信通知，等的有点焦虑,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4620,First卡什么时候开卡什么时候知道,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
4621,还傻傻的养农业银行流水,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK I-BANK I-BANK B-COMMENTS_N I-COMMENTS_N,0
4622,傻养农行的流水,O O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N,2
4623,求助下等着还有下款的可能吗,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
4624,你是老农房贷客户吗,O O O O B-PRODUCT I-PRODUCT O O O,2
4625,你怎么知道自己在白名单的呢？你是老农房贷客户吗,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
4626,现在老农只要按揭房没有公积金不太好办农业他们自己有个白名单是那个单位的都可以申请网捷贷;P,O O O O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
4627,我加上白名单了已经可是依然显示369??被拒，等着也没戏了吧,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
4628,不是点进去就代码？,O O O O O O O O O,2
4629,点击去先填资料最后被拒显示的这个码,O O O O O O O O O O B-COMMENTS_ADJ O O O O O O,2
4630,农行有白名单一说吗有人说走有人说没有,B-BANK I-BANK O O O O O O O O O O O O O O O O,2
4631,打上海银行纠纷中心021-55369653求助吧,O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O O O,0
4632,银行消费者热线给的电话，我后面是信访发邮件，投诉网发投诉，这个电话也打。后来协商来了，不知道真正起作用的哪一个...,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
4633,信访是哪个？哪个网站投诉的，完全没有作用吧，搞的人心烦,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
4634,老农不好提哦,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
4635,是的，老农那套系统，比较恶心，学学人家浦发,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-BANK I-BANK,0
4636,正解，出固定大部分还是提不了，已经不是2年前的规则了，规则一直在变更,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4637,现在老农变了，以前刷得越厉害提得越快，现在相反，我的天天刷推荐都没有，我老婆的一个月在超市用几十元，反而提了，现在推荐临时又出来了...,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
4638,老农：这点小毛都不放过，农行真的是扣啊,O O O O O O O O O O O O B-BANK I-BANK O O O O O,2
4639,发现宝藏卡额度都不高啊，我下了6000，立马消了,O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,2
4640,我不激活是不是自动就消了？消了后下次再申请会不会很难呢,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4641,我也是前天呀。兄弟有结果了说一声，等的心慌啊,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4642,怕是你安心不了了三月十号的卡到现在还没动静,B-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT O O O O O O O,2
4643,3月22日网点申请的，同样等审核，这银行效率有点高,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
4644,我想如果是机审不通过直接秒呗，莫非全是人工？那效率也低了点吧,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O,0
4645,老哥，打客服问问具体卡在哪一步了，等的好焦躁啊,O O O O O O O O O O B-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
4646,我也0322网点申请的，2个小时就通过了，额度12k，卡号也发了当天我就绑定微信开始用了,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O,2
4647,我是秒下的悠然白不过额度才五千我给销了有重新申请现在给我挂那了,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O,2
4648,所以说问客服啊，我的申请被支行压了14天没上报，我不去网点找，还压着呢，上报后几个小时就批了，只是5k…网点还那悠然当宝贝...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
4649,什么情况，基金大震荡,O O O O O B-PRODUCT I-PRODUCT O O O,0
4650,我也是在0322网点申请的。半个月都是这样。当时我等了十几天就发到我单位了，效率还可以吧,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4651,转到信用卡以后就算取现也取不出来吗,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
4652,这怎么搞？办个中国银行的信用卡就这么难么,O O O O O O O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O,0
4653,临时额度和备用金不要动，等6+1提额,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
4654,额度一万三激活信用币两万直接打电话调平到两万激活备用金一万六,B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
4655,老哥，我看你额度农行20k，下卡额度13k，才十来天怎么涨到20k的，取卡的时候让经理提额了么，我是首卡qq卡，给了3w额度，邮寄网点中，，我到时候可以让经理提额么...,O O O O O O B-COMMENTS_N I-COMMENTS_N B-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
4656,我什么都没有，所以我感觉信用卡无望,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
4657,不要动临时额度和备用金，等6+1提款,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
4658,如果你尝试，你不能提取金额。,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O,2
4659,刷完了，如何通过提供真实消费券解决，兄弟,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O,2
4660,楼主几行卡，我4行，但是额度都不高,O O O O B-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4661,现在信用卡没有四大行一说了，以前要四大是为了耐刷，风控小。现在的四大行也是沦为野鸡行了。看自己需要申...,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O,0
4662,最好多老铁都下了悠然白，你二卡推悠然白应该好下！,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
4663,好，那我试试。话说官网上说的56天的，比如那些航空卡，应该也是长免息期的吧？,O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
4664,航空是联名卡不知道有没有56天！悠然白，精粹白，典藏白，这些标准高端卡就有56天！,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
4665,申卡的上面都那么写的，但是我就担心四大不负责任。。,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,0
4666,现在信贷没有四大行卡，以前耐刷，,O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT O O O O O O,2
4667,没用信用卡取过,O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
4668,只有48.5天免息期，利润几乎翻了一倍,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
4669,免息期是分卡种的，申悠然白吧，56天妥妥的,B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4670,悠然白时间长,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ,2
4671,还不如老铁都打下了悠悠白。应该推无忧白两卡！,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
4672,悠闲白56天,O O O O O O,2
4673,申卡之上，却又担心四位不负责任???,B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
4674,四大和邮政储蓄所都是没办法的大舅,O O O B-BANK I-BANK I-BANK I-BANK I-BANK O O O O O O O O,2
4675,没有四大信贷银行卡，以前抗刷。,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2
4676,你之前不是已经可以申请，额度都出来了么？,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
4677,我看你上个帖子不是都已经可以按月还了么，这个界面出来还贷不出吗？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
4678,按理说房贷客户是稳的，你这个要去线下问问客户经理啊.我反复贷了好几次了，一次也没有出现你这代号.今年被你这么说的话感觉也麻烦了啊...,O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
4679,一般出现代码都是在申请的时候，直接申请不了.像你这种额度已经出了基本可以提现这步了再有错误代码，没了解过怎么回事.你就是分期什么的全部选好了，条款也同意了，就是...,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O,2
4680,和你有乐分易有关系吗？看到有的说两个只能选一个,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
4681,我是1号提了两万，到十几号再提就出现代码了，心慌了,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4682,我是第一次3月1号提了两万，用不了那么多，到17号想提提不了，出现代码，我建议能提一次给提出来,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
4683,可能是用农行贷款直接还了信用卡或贷款，被系统检测到以贷还贷了。现在能提了吗？,O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O,2
4684,楼主我的也和你一样，你后来能提了么，焦虑,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
4685,我今天也出现这个代码了。情况跟您一样，被风控说是以贷养贷，请问您是过了多久才又能提的？,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
4686,我也是，农行说要等半年才能再用。,O O O O B-BANK I-BANK O O O O O O O O O O,2
4687,一般申请的时候不能直接申请。和你一样，,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
4688,3月1日第一次筹到2万，也不会花那么多。17号筹了2万，10号再提代码就出现了。,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O,2
4689,擦我哥。如果能提，就全提。手续费再说,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
4690,求哥哥帮忙。到了这个界面还会被拒绝吗？刷脸要等24小时。,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
4691,我不应该。这里已经成功了。如果不出意外，,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
4692,商业银行好下,B-BANK I-BANK I-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4693,恒丰网贷能下,B-BANK I-BANK B-PRODUCT I-PRODUCT O O,2
4694,我所有卡都是有网贷的情况下下卡的,O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O,2
4695,查下征信吧，老铁,O O B-PRODUCT I-PRODUCT O O O O,2
4696,可能是征信花？,O O O B-PRODUCT I-PRODUCT O O,2
4697,我存了3个月的砖??也秒拒??转到中行去了,O O O O O O O O O O O O O O O O O B-BANK I-BANK O O,0
4698,前段时间不是华夏有水么？??可以试试,O O O O O O O O O O O O O O O O O O,2
4699,不知道啊，我没试！我准备先把建、农申请下来，在搞商业银行,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
4700,资质不行呀，额度就不高,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4701,养几个月再说吧，看来还是有希望。广州银行你额度多少啊,O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4702,有储蓄卡先刷刷预审批,O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N,2
4703,哪里看啊，我也等了好久了,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4704,恒丰秒拒我,B-BANK I-BANK O B-COMMENTS_ADJ O,2
4705,你最近查询是不是太多了？休息三个月,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
4706,精粹白这点额度，有点低，我三五人员，下卡十个,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
4707,老农的双标卡没芯片？,O O O B-PRODUCT I-PRODUCT O O O O O,2
4708,三无人员，那就是体制内？不然能让你申请？太可怜了,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4709,说了三五，没工作，没社保公积金，,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
4710,是去网点填表吗，不需要提供什么资产证明吗,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,2
4711,网点，效率很高的吧,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
4712,双标卡都是没有芯片的,B-PRODUCT I-PRODUCT O O O O O O O O,2
4713,什么卡种，也是精粹白吗，,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
4714,哪里网点申请的，这么给力,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4715,那你怎么下的呢，下的卡额度怎么样,O O O O O O O O O O B-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O,2
4716,就一张身份证下的，额度都互相不干扰,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4717,同在青海，为啥我就是下不了这额度？,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
4718,今天去体验了一把洗牙服务。真不错。,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,1
4719,不是首卡客户，不免首年年费，玩不起啊,O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
4720,准备明年搞定建行后就搞他。,O O O O O O B-BANK I-BANK O O O O O,2
4721,线下？线上？我线下办的，额度还可以,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
4722,过了很久，民生效率很低,O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
4723,我去年12月份，到现在都没有录入，应该是丢掉了，这效率低的,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
4724,感觉线下都慢,O O O O O B-COMMENTS_ADJ,0
4725,你没问问卡员吗？焦躁的等着,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
4726,卡员问问看，干等着，着急么,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4727,问了，没有回复我，就拉倒了，我换工商银行,O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK,2
4728,问了，他说精英白比较慢，我也是醉了,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
4729,我网申都录入9天了，你线下还有啥好说的,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O,2
4730,关键是我都还没录入，所以信息都泄露了,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4731,卡员提交，不代表支行录入，我办卡要卡员先问，可以办就搞，结果一个月录入，最后额度还下不来，直接拒绝通过，录入后就很快了，最多2天左右给你电话征信，电话后大约一年...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
4732,上门后一周拿到卡了，伐开心,O O O O O O O B-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
4733,这个也太慢了吧，网申我经历过最慢也才五天啊，基本都是秒过,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O,2
4734,你查到了吗，额度怎么样,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
4735,现在查到了，显示录入，开心的,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
4736,比我快，我3月8卡员办的，现在都查不到。,O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,2
4737,搞得像很多人办供不应求似的,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
4738,等电话，电话后天吧出结果，没录入就不知道多久，不靠谱银行,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
4739,你的现在有消息了吗？我等的好焦虑啊,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
4740,我这没有打电话给我，公司不知道有没有，下午突然短信通知过了，然后寄过来还得10天左右，额度应该蛮高的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O,2
4741,时间长了，民生效率很低,O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
4742,等电话，电话会在后天给出结果。如果不录入，不知道要多久。我不依靠,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
4743,你找到了吗？现在我已经找到了，并显示条目,O O O O O O O O O O O O O O O O O O O O,2
4744,这个效率也是醉了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
4745,标准白吧,B-PRODUCT I-PRODUCT I-PRODUCT O,2
4746,上来就白金？？,O O O B-PRODUCT I-PRODUCT O O,2
4747,精英白吧,B-PRODUCT I-PRODUCT I-PRODUCT O,2
4748,怎么申请的啊，我也想有这个高额度,O O O O O O O O O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2
4749,我的周四审核中，下周四才能拿到卡？,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-PRODUCT O,2
4750,基本不问直接开卡，浦发就是这样的,O O O O O O O B-PRODUCT O B-BANK I-BANK O O O O O,2
4751,哦。心里痒痒准备网申。我们当地没有，得去坐标029西安开卡去,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O,2
4752,没卡员？找个卡员办了手机激活就能用,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
4753,不太好过，我办之前有工农建中邮，第6行推民生，申请过了5天才电话征信，问的很详细，当天过了，下卡3万，因为去年疫情过了1个多月才去网点激活，5天后自动提额到3.6万，就...,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-BANK B-BANK B-BANK B-BANK B-BANK O O O O O B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,0
4754,行数多、高负债、硬查多、网贷这些单独任何一个并不算大问题，组合起来才是致命的！优化提升资质，同时降负债，卡多也照样批。...,O O B-COMMENTS_ADJ O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O O O O O O O O,2
4755,别申请了，不然越陷越深，还是找个工作或者门路把，我以前12行卡，欠了几十万，还有各种网贷，总共50多万，以贷养贷越欠越多。...,O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ O O O O,2
4756,有人9行10行下民生的，降低负债等两个月再申。,O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
4757,民生很看重地区，有点看不起农村人哈,B-BANK I-BANK O O O O O O O O O O O O O O O,0
4758,我问过卡员了，民生不忌行多，十行以上也能下卡,O O O O O O O B-BANK I-BANK O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
4759,民生还搞地域歧视,B-BANK I-BANK O O O O O O,0
4760,我去年9月份网申平安携程卡、卡员申广发犀利卡，均秒批。,O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
4761,民生我也是申请五天下卡了！征信隔天批了！1,B-BANK I-BANK O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O O O O O O,2
4762,负债降低了。我们还就不申请信用卡了。,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
4763,申了两次没过，建行和工行都过了,O O O O O O O B-BANK I-BANK O B-BANK I-BANK O O O,2
4764,赶紧还呗。。总部是还的，抓紧时间,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
4765,别申请了，不然越陷越深，还是找个工作或者门路把，我以前12行卡，欠了几十万，还有各种网贷，总共50多万，...,O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ O O O O O,2
4766,别申请了，要不就越来越深，要不就找工作或者办法。我,O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O,2
4767,民生很重视地区，有点看不起农村人,B-BANK I-BANK O O O O O O O O O O O O O O,0
4768,出了地级市都不给激活??有些地方县没网点去市里都不给激活,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
4769,销了，满了12个月转人工。注销安全,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4770,基本上无缘了，以后都不批，更不要提额度啥的,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,0
4771,我一年申了民生5次，全拒了,O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ O,2
4772,民生没过，兴业估计也够呛，我总觉得这两货，是一起的……,B-BANK I-BANK O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O,0
4773,连续申了两次都批了，50k，工商银行,O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK,2
4774,嗯，当然你有100万以上可以放里试试，砖少别试了。,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O,2
4775,听说浦发放水，申请被拒，浦发还有40块砖一直整理财，都被拒了。操操操浦发。,O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ O B-BANK I-BANK O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O O O O O B-BANK I-BANK O,2
4776,房本进件，所向披靡，额度肯定不会低,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ,2
4777,民生没过关，兴业估计是?,B-BANK I-BANK O O O O B-BANK I-BANK O O O O,2
4778,申请被拒两次，第三次，50K名额,O O O B-COMMENTS_ADJ O O O O O O O O O O O O,2
4779,。我讨厌，基金搞了好久都亏，哎,O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ O O,0
4780,基本错过了，以后也不会批准，放弃吧,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
