label,sentence1,sentence2
0,捐机采成分血对身体有什么影响吗,是否献一次血后必须不断的献血
0,你的血型暗藏什么致命疾病,还有什么血型系统与输血关系很大
0,冷沉淀外观是怎样的,爱喝酒的人血液里的酒精会不会太多
1,美国红十字会采供血机构如何做献血后告知与咨询,美国红十字会采供血机构如何做献血后告知与咨询
0,献血前不能吃豆浆牛奶鸡蛋咸菜，这些“经验”是怎么来的,血液的颜色是什么
0,一名健康的公民一生可以捐献多少全血,平常还要体育锻炼怎么办
1,你的血型暗藏什么致命疾病,你的血型暗藏什么致命疾病
0,为什么直系亲属之间不能相互献血,献血可以减肥吗
0,公民献血后，采供血机构应发给献血者什么凭证,为什么献血检测结果与医院检验结果不一样
0,爱喝酒的人血液里的酒精会不会太多,哪些情况需要输血
0,从血型看寿命长短 哪个血型的人最长寿,血液黏稠度高怎么办
1,献血时紧张怎么办,我晕血，献血时紧张怎么办
0,是谁第一个发现了血型,国际社会公认的“无偿献血者”的概念是什么
0,人体内的血液总量有多少,献血时紧张怎么办
1,如何评价血小板减少性紫癜的疗效,血小板减少性紫癜有什么用
0,第VIII因子浓缩剂与冷沉淀在适应症方面有什么区别,白细胞膜上的抗原可分为几类
0,公民献血后，采供血机构应发给献血者什么凭证,献血后，教你如何正确补血
0,献血前是吃饱了去，还是空腹呢,血小板是否必须同型输注
0,空腹献血者为什么偶尔可出现低血糖性昏厥,为什么献血时要携带有效身份证件
0,为什么献血需核对身份证,《献血法》鼓励哪些人率先参加献血
0,输血是 越“新鲜”越好吗,为什么血液的颜色有差别
1,捐献全血的流程包括什么,捐献全血过程是什么
0,怎样配合医生进行输血,如何评价血小板减少性紫癜的疗效
0,如何采集造血干细胞,红细胞是怎样携带氧气的
1,白细胞膜上的抗原可分为几类,人类白细胞膜上的抗原有几类
0,美国红十字会采供血机构如何做献血后告知与咨询,献血后为防止针眼感染一般多少天内不要沾水
1,病人大出血时，输血应注意什么,大出血患者如何输血
1,宝宝的性格遗传谁多一些呢,孩子的性格遗传谁多点
0,在采血车内献血，血液质量有保证吗,输血与血型之间的关系是什么
1,采血袋中最常用的抗凝剂是什么,采血袋中最常用的抗凝剂是什么
1,Rh阴性患者是否只能使用Rh阴性血,ru阴性血可以用别的血型代替吗
1,献血丢失的血液需要多久能恢复_需要“静养”、“进补”吗,献血后血液需要多久能恢复？需要“静养”、“进补”吗
0,哪些人不适合献血,为什么45-55岁的健康者不再接受采集造血干细胞登记
1,《献血法》对医疗机构临床用血有什么规定,《献血法》对医疗机构临床用血有什么规定
0,《献血法》鼓励哪些人率先参加献血,孕妇为什么要做血型鉴定
0,Rh阴性患者如何输血,健康者在多大年龄适合捐献造血干细胞_标准如何
1,一名健康的公民一生可以捐献多少全血,一名健康的公民一生可以献多少血
0,肝素是如何抗凝的,既然是无偿献血，用血时为什么要收费
0,如何评价血小板减少性紫癜的疗效,白细胞是怎样排除异己的
0,输血能成为埃博拉病毒感染者的新希望吗,国际社会公认的“无偿献血者”的概念是什么
1,献血前是吃饱了去，还是空腹呢,献血之前需要保持空腹吗
1,为什么要实行无偿献血制度,为什么要实行无偿献血制度
1,熊猫血会遗传吗 熊猫血怎么遗传,Rh阴性血会遗传吗以及遗传规律
0,献血会不会上瘾,红细胞为什么有时候需要冻存
0,让职工上班时间献血，单位的损失不是太大了吗,为什么无偿献血，但输血却要收费
0,全血有什么功能,献血会不会感染上疾病
0,献血前是吃饱了去，还是空腹呢,献血后为什么手臂会出现淤血
0,你还在纠结捐献200毫升还是400毫升么,为什么鼓励一次献血400毫升
0,病人大出血时，输血应注意什么,血液有代用品吗
0,空腹献血者为什么偶尔可出现低血糖性昏厥,输过血的人，为什么要1年后才能献血
1,从血型看寿命长短 哪个血型的人最长寿,从血型看寿命长短 哪个血型的人最长寿
0,平常还要体育锻炼怎么办,献血前不能吃豆浆牛奶鸡蛋咸菜，这些“经验”是怎么来的
1,O型全血是万能血吗,O型血是万能的吗
1,血小板的“神奇功效”，您知道几个,血小板的功能
0,为什么推行捐献采成分血,我自己都贫血了，怎能献血呢
0,胎儿也有血型吗,为什么在献血登记前要求填写健康征询表
1,为什么无偿献血，但输血却要收费,为什么献血免费，输血要钱
0,白细胞膜上的抗原可分为几类,血型不对，难道我是捡来的
0,是不是献了一次血后，就必须不停地献血,辐照红细胞的适应症有哪些
0,如何知道自己已成为捐献造血干细胞志愿者,国际社会公认的“无偿献血者”的概念是什么
1,为什么还要填写捐献者的两位不同住址的亲属或朋友的姓名和联系方式,填写捐献者的两位不同住址的亲属或朋友的姓名和联系方式的原因是什么
0,血清弱D表型孕产妇应视为RhD阴性吗,《献血法》鼓励哪些人率先参加献血
0,RhD阴性患者如何输注血小板,蹲下再站起来会头晕或眼前一片黑可以献血吗
1,血小板是否必须同型输注,血小板是否必须同型输注
1,人体急需血液时，自身哪些器官可以供血,人体身上的血液新陈代谢是靠哪些器官代谢的
0,为什么45-55岁的健康者不再接受采集造血干细胞登记,人的血管能有多长
0,如果贫血怎么还可以献血吧,夏季献血，那些你不知道的事
0,献血是不是应该有偿,护士对安全输血起什么作用
1,哪些人符合献血的条件,哪些人符合献血的条件
0,献血后为防止针眼感染一般多少天内不要沾水,为什么需要不同的血液成分
0,血液的主要组成成分有哪些,输血与血型之间的关系是什么
0,人体血容量究竟是怎么算出来的,献血能降血脂
1,为什么在献血登记前要求填写健康征询表,为什么在献血登记前要求填写健康征询表
0,红细胞是怎样携带氧气的,"我献出的血液,采供血机构会如何处理"
1,交叉配血是怎么回事,交叉配血啥意思
0,正常人献血200~400毫升后在饮食上应注意什么,为什么献血需核对身份证
0,为什么献血使用的针头比一般的粗,献血会不会上瘾
0,滤除血液中白细胞的时机有什么意义,国际社会公认的“无偿献血者”的概念是什么
0,为什么推行捐献采成分血,国家有关无偿献血的表彰及献血者的权利有哪些
0,献血后身体会发胖吗,血液的主要组成成分有哪些
0,Rh是如何遗传的,血液检验报告单上的“两对半”啥意思
0,亲属间输血安全吗,我的血如果不好怎么办
1,捐机采成分血和捐献全血有区别吗,捐机采成分血和捐献全血有区别吗
1,为什么血压不合格不能献血,高血压病为什么不能献血
0,"捐血是吃饱了再去呢,还是空腹",病人大出血时，输血应注意什么
0,白细胞膜上的抗原可分为几类,血液的主要组成成分有哪些
1,捐献造血干细胞你了解多少,捐献造型干细胞你了解吗
0,如何计算每袋全血的重量,交叉配血是怎么回事
0,为什么不能输脂肪血,母体与胎儿血相同吗
0,《献血法》鼓励哪些人率先参加献血,正常人献血200~400毫升后在饮食上应注意什么
0,人体内血液总量是多少,晕血？原来是血管迷走神经的过度反应
0,献血要经过哪些步骤,红细胞为什么有时候需要冻存
0,捐献单采血小板的程序是怎样的,什么情况下输血才需要加温
0,捐机采成分血和捐献全血有区别吗,高脂血患者平时怎么吃
1,献血前你想好了么,献血前你需要了解这些
0,献血前是吃饱了去，还是空腹呢,Rh（－）者如何自我保护
0,哪一年ABO血型系统正式命名的,如何采集造血干细胞
0,是谁第一个将人血输给人的,献血前是吃饱了去，还是空腹呢
0,为什么无偿献血，但输血却要收费,为什么献血前有的人心里感到紧张
1,人失血多少会有生命危险,人失血的最大限度
0,公民献血应遵守哪些规定,为什么少数人会发生献血反应
0,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,献全血好还是血小板好？献血的10个小纠结，一次解决
0,非那根和地塞米松是否要作为常规输血前给药,献血后血液多长时间能恢复
0,目前临床输血进展如何,宝宝的性格遗传谁多一些呢
0,血压是怎样形成的,献血被拒绝，您知道为什么吗
0,我害怕献血怎么办,广州血液中心是什么机构
0,献血前不能吃豆浆牛奶鸡蛋咸菜，这些“经验”是怎么来的,献血能喝咖啡吗
1,害怕针怎么办,害怕针怎么办
1,血液流出体外为什么会凝固,血液流出体外为什么会凝固
0,身体里有多余的血吗,从血型看寿命长短 哪个血型的人最长寿
0,让职工上班时间献血，单位的损失不是太大了吗,血液流速与什么因素有关
1,血型有好坏之分吗,血型能分出好坏吗
0,如何采集造血干细胞,为什么推行捐献采成分血
1,怎样正确自己测血压,怎么自己测血压
1,献血后血液多长时间能恢复,献血后到底需要多久才能恢复到献血前的状态
0,为什么采血时塑料采血袋在不停地摆动,血液检验报告单上的“两对半”啥意思
0,献血前你想好了么,血液流出体外为什么会凝固
1,捐献造血干细胞你了解多少,捐献造血干细胞你了解多少
0,献血能降血脂,新冠肺炎疫情常态化防控怎么做
0,人体内有哪些造血器官,是谁第一个将人血输给人的
1,献血前不能吃豆浆牛奶鸡蛋咸菜，这些“经验”是怎么来的,献血前不能吃豆浆牛奶鸡蛋，这些“经验”是从哪里来的
1,血液检验报告单上的“两对半”啥意思,两对半是啥意思
0,人的血液是从哪儿产生的,母婴哪些血型会发生新生儿溶血症
1,为什么直系亲属之间不能相互献血,为什么非直系亲属可以相互献血.直系亲属之间反而不能呢
0,O型全血是万能血吗,如何计算每袋全血的重量
0,O型全血是万能血吗,O血型人容易生哪些病
0,中老年人如何降低高血液粘稠度,献血时紧张怎么办
0,夏天献血可以喝盐分饮料吗,如何计算每袋全血的重量
0,您知道血型工作者已经为您做了哪些工作吗,献血和输血有何不同
0,红细胞是怎样携带氧气的,机采血浆是如何操作的
0,献血前是吃饱了去，还是空腹呢,还有什么血型系统与输血关系很大
0,成分献血是什么概念,交叉配血是怎么回事
0,红细胞为什么有时候需要冻存,害怕针怎么办
1,如何计算每袋全血的重量,如何计算一袋血的重量
0,献血对身体有害吗,血液的颜色是什么
1,在采集造血干细胞前为什么要对捐献者使用造血干细胞动员,在采集造血干细胞前为什么要对捐献者使用造血干细胞动员
1,白细胞膜上的抗原可分为几类,人类白细胞膜上的抗原的类别
0,人体内血液总量是多少,为什么纹身、打耳洞一年内不能献血
1,让职工上班时间献血，单位的损失不是太大了吗,让职工上班时间献血，单位的损失不是太大了吗
0,血型有好坏之分吗,为什么直系亲属之间不能相互献血
1,为什么推行捐献采成分血,为什么提倡成分献血
0,在采集造血干细胞前为什么要对捐献者使用造血干细胞动员,献血后血液多久可以恢复
0,献血后为防止针眼感染一般多少天内不要沾水,为什么血压不合格不能献血
1,孕妇为什么要做血型鉴定,孕妇需要血型鉴定的原因是什么
1,捐机采成分血和捐献全血有区别吗,成分献血和献全血的区别
1,孕妇为什么要做血型鉴定,孕妇为什么要做血型鉴定
0,献血丢失的血液需要多久能恢复？需要“静养”、“进补”吗,输血与血型之间的关系是什么
1,如何知道自己已成为捐献造血干细胞志愿者,如何确认自己是否为捐献造血干细胞志愿者
0,献血后多长时间才能参加运动,血型不对，难道我是捡来的
0,秋冬季献血应注意什么,《献血法》鼓励哪些人率先参加献血
0,献血前连豆浆也不能喝,献血影响健康吗
0,哪些人符合献血的条件,人体哪些器官有贮血功能
1,血型能改变吗,血型能改变吗
1,为什么直系亲属间输血并不安全,为什么直系亲属间输血并不安全
1,你还在纠结捐献200毫升还是400毫升么,献400ml还是200ml好
0,捐献者需要承担什么费用吗,已经献过血了，可以不献了吧
0,血型可以人为改变吗,献血前连豆浆也不能喝
0,输血浆也需要血型相同吗,还有什么血型系统与输血关系很大
1,献血的8种好处，您知道多少,献血的好处是什么
0,餐后献血会大大减少献血反应吗,血型能改变吗
0,如果贫血怎么还可以献血吧,献血会不会上瘾
0,献血会不会感染上疾病,为什么纹身、打耳洞一年内不能献血
0,不同血型的人可以互相输血吗,献血后为防止针眼感染一般多少天内不要沾水
0,献血后会不会头晕,血型有好坏之分吗
1,选择性IgA缺乏者有何输血风险,选择性IgA缺乏者有何输血风险
0,捐献造血干细胞影响身体健康吗,不知道献血码怎么查询献血记录
0,你给血管洗澡了吗,熊猫血会遗传吗 熊猫血怎么遗传
0,在亲子鉴定中首先应考虑什么系统,常见血液制品有哪些临床用途
0,不同血型的人可以互相输血吗,捐献成分血会不会感染疾病
0,献血前应该喝糖水还是盐水,献血能降血脂
0,捐献后的血液需要低温保存吗,我很怕痛，献血会痛吗
1,采血量不足的血液为何不能输注给患者,采血量不足的血液为何不能输注给患者
0,孕妇为什么要做血型鉴定,捐机采成分血对身体有什么影响吗
0,捐机采成分血对身体有什么影响吗,公民献血应遵守哪些规定
1,我很怕痛，献血会痛吗,我很怕痛，献血会痛吗
1,献血前是吃饱了去，还是空腹呢,献血是吃饱了再去还是空腹去呀
0,母体与胎儿血相同吗,宝宝的性格遗传谁多一些呢
1,献血前应该喝糖水还是盐水,献血前喝糖水还是盐水
0,冷沉淀外观是怎样的,正常人献血200~400毫升后在饮食上应注意什么
0,为什么需要不同的血液成分,如何预防献血中出现低血糖性昏厥
1,Rh阴性血与Rh阳性血相比，在采集、制备和储存一样吗,Rh阴性血与Rh阳性血相比，在采集、制备和储存一样吗
1,献血能降血脂,献血能降血脂
0,捐机采成分血和捐献全血有区别吗,献全血好还是血小板好？献血的10个小纠结，一次解决
0,输血可以引起哪些疾病,为什么无偿献血，但输血却要收费
0,献血后怎样查询血液检测结果,熊猫血会遗传吗 熊猫血怎么遗传
0,什么人可以参加献血,血压是怎样形成的
0,最近生过病怎么办,献血会传染疾病吗
0,献血会传染疾病吗,输血可以引起哪些疾病
1,献血会不会上瘾,献血会不会上瘾
0,人体内有哪些造血器官,献血和输血有何不同
0,献血后怎样查询血液检测结果,血液的主要组成成分有哪些
1,如何预防献血中出现低血糖性昏厥,献血采血中发生晕厥的预防措施
0,献血中出现低血糖性昏厥该如何处理,献血能喝咖啡吗
0,献血影响健康吗,为什么血压不合格不能献血
0,血小板为什么会输注无效,为什么临床输血常用枸橼酸盐作抗凝剂
1,为什么献血前有的人心里感到紧张,为什么献血前有的人心里感到紧张
1,新冠肺炎疫情常态化防控怎么做,新冠疫情越来越严重了，怎么办
1,急性等容稀释式自身输血（ANH）要注意哪些问题,ANH有哪些注意事项
0,怎样正确自己测血压,O血型人容易生哪些病
0,有血液恐惧症怎么办,人的血型会改变吗
0,Rh是如何遗传的,献血可能会导致“贫血”吗
0,一年献一次献血量算多吗,《献血法》对医疗机构临床用血有什么规定
0,HIV(人类免疫缺陷病毒抗体)的检测意义是什么,Rh阴性患者是否只能使用Rh阴性血
1,献血前你想好了么,献血前，你对献血有多少了解
0,为什么有的人会晕血,机采血浆是如何操作的
1,我害怕献血怎么办,我怕疼，不想献血怎么办
1,献血会不会上瘾,经常献血会上瘾吗
0,身体里有多余的血吗,人体内有哪些造血器官
1,滤除血液中白细胞的时机有什么意义,什么时候滤除血液中的白细胞
0,什么是血液的比重,秋冬季献血应注意什么
0,为什么献血时要携带有效身份证件,人的血液是从哪儿产生的
1,献血会不会感染上疾病,无偿献血会感染上疾病吗
1,体育锻炼热衷者能参加献血吗,经常锻炼可以献血吗
1,国家实行什么献血制度,无偿献血制度什么时候开始实施的
0,为什么无偿献血，但输血却要收费,献血后血液多长时间能恢复
0,血小板是怎样止血的,输过血的人，为什么要1年后才能献血
0,每次献血献少点好吗？献血200毫升与400毫升哪个更有益,输血浆也需要血型相同吗
1,报名后是否可以随时改变捐献造血干细胞的决定,报名捐献造血干细胞，可以随时取消捐献吗
1,空腹献血者为什么偶尔可出现低血糖性昏厥,空腹献血者为什么偶尔可出现低血糖性昏厥
0,为什么献血无偿而用血有偿,献血前你想好了么
1,献血后该如何止血,献血后该如何止血
0,怎样正确自己测血压,病人大出血时，输血应注意什么
0,红细胞是怎样携带氧气的,什么是血液的比重
0,白细胞是怎样排除异己的,体内HIV可完全清除
0,为什么要控制采血的“量”,一年献一次献血量算多吗
0,"捐血是吃饱了再去呢,还是空腹",健康者在多大年龄适合捐献造血干细胞
0,交叉配血是怎么回事,按压针眼的三大忌
0,输过血的人，为什么要1年后才能献血,血型能改变吗
0,血型可以人为改变吗,什么人可以参加献血
0,人体造血的原料是什么,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你
1,捐献成分血会不会感染疾病,献机采成分血会不会感染疾病
1,国家制定《献血法》的目的是什么,献血法制定的意义
1,Rh是如何遗传的,rh血型遗传规律是什么
1,在亲子鉴定中首先应考虑什么系统,亲子鉴定最常用的系统
0,献血时紧张怎么办,献血后血液多长时间能恢复
1,按压针眼的三大忌,按压针眼的三大忌
0,RhD阴性患者如何输注血小板,血小板为什么会输注无效
0,临床医生应怎样对待输血,献血能喝咖啡吗
0,害怕针怎么办,血型能变吗
1,人体内血液总量是多少,我们的身体里到底有多少血液
0,什么是不规则抗体,"捐血是吃饱了再去呢,还是空腹"
0,人的血型会改变吗,感冒是否可以献血
0,献血时紧张怎么办,红细胞为什么有时候需要冻存
0,献血中出现低血糖性昏厥该如何处理,母婴哪些血型会发生新生儿溶血症
0,献血影响健康吗,献血后饮食如何调理
0,公民献血应遵守哪些规定,既然是无偿献血，用血时为什么要收费
0,是谁第一个发现了血型,O型全血是万能血吗
0,健康者在多大年龄适合捐献造血干细胞_标准如何,血液流速与什么因素有关
1,人体哪些器官有贮血功能,人体具有贮血功能的器官
0,我国公民参加献血的年龄规定是多少,无偿献血者应受到哪些奖励
1,血液流出体外为什么会凝固,血液在体外为什么会凝固
0,如果贫血怎么还可以献血吧,献血会影响体力吗
0,你给血管洗澡了吗,对献血反应该如何处理
0,我自己都贫血了，怎能献血呢,捐献成分血会不会感染疾病
0,输血与血型之间的关系是什么,什么人可以参加献血
0,Rh（－）者输血供应有保障吗,爱喝酒的人血液里的酒精会不会太多
0,血液流速与哪些因素有关,贮存式自身输血要注意哪些问题
1,急性等容稀释式自身输血（ANH）要注意哪些问题,急性等容稀释式自身输血（ANH）要注意哪些问题
1,熊猫血会遗传吗 熊猫血怎么遗传,Rh阴性血会遗传吗，Rh阴性血怎么遗传
0,血液流出体外为什么会凝固,为什么血压不合格不能献血
1,血清弱D表型孕产妇应视为RhD阴性吗,血清弱D表型孕产妇应视为RhD阴性吗
0,血型可以人为改变吗,为什么献血使用的针头比一般的粗
0,人体血容量究竟是怎么算出来的,血小板的“神奇功效”，您知道几个
0,为什么要保管好《无偿献血证》,人体哪些器官有贮血功能
0,献血后身体会发胖吗,献血后，教你如何正确补血
0,Rh血型是如何遗传的,献血后血液多长时间能恢复
0,为什么在献血登记前要求填写健康征询表,为什么直系亲属之间不能相互献血
0,献血前应做哪些准备,为什么有的人献血后会头晕
0,正常人献血200~400毫升后在饮食上应注意什么,献血能降血脂
0,正常情况下心血管内的血液为什么不发生凝固,血液为什么是咸的
0,献血影响健康吗,血小板的“神奇功效”，您知道几个
0,献血前你想好了么,捐机采成分血和捐献全血有区别吗
0,为什么鼓励一次献血400毫升,白细胞膜上的抗原可分为几类
0,献血后要进补吗,血压是怎样形成的
0,为什么推行捐献采成分血,Rh（－）者输血供应有保障吗
1,献血后怎样查询血液检测结果,如何查询血液检测后的结果
0,输血不畅如何处理,血液为什么是咸的
1,献血后多久可以喝酒,献血后多久可以喝酒
0,为什么45-55岁的健康者不再接受采集造血干细胞登记,献血中出现低血糖性昏厥该如何处理
0,献血时紧张怎么办,你给血管洗澡了吗
0,让职工上班时间献血，单位的损失不是太大了吗,为什么献血针眼处有时会淤青
0,血小板为什么会输注无效,血压是怎样形成的
0,害怕针怎么办,贮存式自身输血要注意哪些问题
1,我很怕痛，献血会痛吗,献血会很痛吗
0,献血后如何保护针眼,血液的主要组成成分有哪些
0,目前临床输血进展如何,献血会传染疾病吗
0,为什么献血前有的人心里感到紧张,为什么需要献血
1,血液的主要组成成分有哪些,血液由什么组成
1,献血时紧张怎么办,献血时紧张如何处理
0,自体输血适合您吗,怎样成为一名捐献造血干细胞志愿者
1,平常还要体育锻炼怎么办,平常还要体育锻炼怎么办
0,输血可以引起哪些疾病,为什么献血使用的针头比一般的粗
1,血液检验报告单上的“两对半”啥意思,血液检验报告单上的“两对半”啥意思
0,为什么献血需核对身份证,采血时血液流速会影响血液质量吗
0,国家制定《献血法》的目的是什么,如果贫血怎么还可以献血吧
1,血型与器官移植有关吗,血型与器官移植有何关系
0,人体的血液是如何循环的,捐献造血干细胞有报酬吗
0,为什么献血时要携带有效身份证件,献血能降血脂
0,献血可以减肥吗,血液可以买卖么?如买卖血液会受到何种处罚
0,造血干细胞移植可治疗哪些疾病,献血后饮食如何调理
0,平常还要体育锻炼怎么办,输注少白细胞红细胞的临床意义有哪些
0,母婴哪些血型会发生新生儿溶血症,献血后会不会头晕
0,《中华人民共和国献血法》是何时通过、何时实施的,富血小板的血浆治疗确实有效吗
0,输过血的人可以献血吗,是不是献了一次血后，就必须不停地献血
1,辐照红细胞的适应症有哪些,辐照红细胞的适应症有哪些
1,血液有代用品吗,血液代用品是什么
0,为什么血压不合格不能献血,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你
0,为什么直系亲属之间不能相互献血,献血后为防止针眼感染一般多少天内不要沾水
0,Rh阴性为何如此“稀有”,国际社会公认的“无偿献血者”的概念是什么
0,献血会不会上瘾,目前临床输血进展如何
1,献血能降血脂,献血有利于将血脂吗
1,母婴哪些血型会发生新生儿溶血症,父母哪些血型可以发生新生儿溶血症
0,献血丢失的血液需要多久能恢复_需要“静养”、“进补”吗,人体内有哪些造血器官
0,已经献过血了，可以不献了吧,AB血型的人怎样选择美食
0,餐后献血会大大减少献血反应吗,对非法采供血者的处罚有哪些
1,为什么有的人献血后会头晕,献血后为什么会头晕
0,人体血容量究竟是怎么算出来的,血液流出体外为什么会凝固
0,每次献血献少点好吗？献血200毫升与400毫升哪个更有益,血型可以人为改变吗
0,打疫苗对献血有何影响,还有什么血型系统与输血关系很大
1,捐献造血干细胞对健康有影响吗,捐献造血干细胞会影响健康吗
0,献血后多久可以喝酒,怎样处理单采血小板献血者偶发的缺钙症状
0,为什么需要献血,让职工上班时间献血，单位的损失不是太大了吗
0,为什么血液中心的检测结果不能作为疾病诊断最终结果,为什么要控制采血的“量”
0,交叉配血是怎么回事,为什么血液中心的检测结果不能作为疾病诊断最终结果
0,报名后是否可以随时改变捐献造血干细胞的决定,献血后为防止针眼感染一般多少天内不要沾水
0,为什么鼓励一次献血400毫升,什么是血液的比重
1,血小板是否必须同型输注,血小板必须同型输注吗
0,是否献一次血后必须不断的献血,在采血车内献血，血液质量有保证吗
0,为什么要控制采血的“量”,为什么说全血并不全
0,如果贫血怎么还可以献血吧,献血后饮食如何调理
0,输血是 越“新鲜”越好吗,献血影响健康吗
1,血液流速与哪些因素有关,血液流速与哪些因素有关
0,血站对采集的血液要做怎样的处理,您知道血型工作者已经为您做了哪些工作吗
1,一名健康的公民一生可以献多少血,人的一生可以献多少血
0,哪些人符合献血的条件,血型能改变吗
0,采血袋中最常用的抗凝剂是什么,在亲子鉴定中首先应考虑什么系统
1,献血前连豆浆也不能喝,献血前能喝豆浆吗
0,母婴哪些血型会发生新生儿溶血症,献血后如何按压针眼
0,为什么“受血者”要在受血五年后再献血,目前临床输血进展如何
1,父母的血型与子女的血型有什么关系,血型遗传规律是什么
0,孕妈妈为什么要了解自己的血型呢,如果贫血怎么还可以献血吧
1,如果贫血怎么还可以献血吧,我贫血医生怎么还让我献血
0,为什么无偿献血，但输血却要收费,献血后血液多长时间能恢复
1,血小板为什么会输注无效,血小板为什么会输注无效
0,大姨妈来了为什么不能献血,想献血但勇气不够怎么办
0,你还在纠结捐献200毫升还是400毫升么,如何计算每袋全血的重量
0,白细胞有血型吗,《献血法》对医疗机构临床用血有什么规定
0,捐献造血干细胞你了解多少,抗凝剂是如何抗凝的
1,献血影响健康吗,献血对健康有影响吗
1,富血小板的血浆治疗确实有效吗,什么是富血小板的血浆治疗
0,为什么献血检测结果与医院检验结果不一样,为什么艾滋病病毒抗体（HIV抗体）阳性不能献血
0,《中华人民共和国献血法》是何时通过、何时实施的,为什么只有你献完血手臂上有淤青
0,怎样处理单采血小板献血者偶发的缺钙症状,美国红十字会采供血机构如何做献血后告知与咨询
1,输血是 越“新鲜”越好吗,输血是 越“新鲜”越好吗
0,怎样配合医生进行输血,护士对安全输血起什么作用
0,秋冬季献血应注意什么,如何采集造血干细胞
0,献血可以减肥吗,父母的血型与子女的血型有什么关系
0,献血后身体会发胖吗,白细胞是怎样排除异己的
1,为什么吸毒者被列为献血高危人群,吸毒者可以献血吗
0,美国红十字会采供血机构如何做献血后告知与咨询,血液可以买卖么?如买卖血液会受到何种处罚
0,献血后为防止针眼感染一般多少天内不要沾水,哪些人符合献血的条件
0,血型不对，难道我是捡来的,红细胞是怎样携带氧气的
1,您知道血型工作者已经为您做了哪些工作吗,血型工作者有什么工作内容
1,亲属间输血安全吗,亲人间可以相互输血吗
1,血小板是怎样止血的,血小板是怎样止血的
0,感冒是否可以献血,献血能喝咖啡吗
0,为什么纹身、打耳洞一年内不能献血,献血后身体会发胖吗
0,HLA与输血有什么关系,捐血的时候容易被传染疾病吗
1,女性献血者生理期间能否献血,女性在特殊时期可以献血吗
0,为什么需要献血,输血可以引起哪些疾病
0,输血是治疗贫血最有效的方法吗,有的人为什么见血会晕倒
1,捐献成分血会不会感染疾病,献机采成分血会患病吗
0,采集造血干细胞的方法是怎样的,献血会不会上瘾
1,为什么要控制采血的“量”,为什么要控制采血的“量”
1,富血小板的血浆治疗确实有效吗,富血小板血浆疗法在临床上的有效性和价值
1,女性献血者生理期间能否献血,来大姨妈了可以献血吗
0,献血为何要补充水份,全血为什么需要在4±2℃保存
1,献血后为什么手臂会出现淤血,献血后为什么手臂会出现淤血
1,人的血型会改变吗,人的血型会改变吗
0,输过血的人可以献血吗,献血能喝咖啡吗
1,献血后补充哪种食物才能快速恢复元气,献血后补充哪种食物才能快速恢复元气
0,捐献造血干细胞对健康有影响吗,如何评价血小板减少性紫癜的疗效
0,为什么“受血者”要在受血五年后再献血,献血前是吃饱了去，还是空腹呢
0,献血后怎样查询血液检测结果,Rh阴性患者如何输血
0,“萌萌哒”血小板为啥那么小,肝素是如何抗凝的
0,如何计算每袋全血的重量,输血是治疗贫血最有效的方法吗
0,献血能降血脂,大姨妈来了为什么不能献血
1,献血是不是应该有偿,献血是不是应该有偿
1,病人大出血时，输血应注意什么,大出血后大输血的处理
0,为什么有的人会晕血,每次献血献少点好吗？献血200毫升与400毫升哪个更有益
1,人的血型会改变吗,人的血型在什么情况下会发生改变
0,第VIII因子浓缩剂与冷沉淀在适应症方面有什么区别,血型和性格有关吗
1,献血对身体有害吗,献血会损坏身体吗
1,胎儿也有血型吗,胎儿有血型吗
0,献血为何要补充水份,医疗机构如何履行艾滋病告知义务
0,患过肝炎怎么办,健康者在多大年龄适合捐献造血干细胞_标准如何
1,为什么直系亲属间输血并不安全,亲友间可以输血吗
0,病人大出血时，输血应注意什么,母婴哪些血型会发生新生儿溶血症
0,献血中出现低血糖性昏厥该如何处理,献血后为防止针眼感染一般多少天内不要沾水
0,胎儿也有血型吗,献血后为防止针眼感染一般多少天内不要沾水
0,人体内血液总量是多少,血型能变吗
0,献血后如何按压针眼,有血液恐惧症怎么办
0,目前临床输血进展如何,献血可能会导致“贫血”吗
0,为什么需要不同的血液成分,如何计算每袋全血的重量
0,如何预防献血中出现低血糖性昏厥,捐血的时候容易被传染疾病吗
0,流动献血车属于哪个医院的,辐照红细胞的适应症有哪些
1,为什么献血需核对身份证,没带身份证可以献血吗
0,人体急需血液时，自身哪些器官可以供血,献血中出现低血糖性昏厥该如何处理
1,人体内血液总量是多少,人体内血液总量是多少
1,为什么说全血并不全,为什么说全血并不全
1,献血后血液多长时间能恢复,献血后，多长时间才能恢复
1,为什么无偿献血，但输血却要收费,无偿献血是免费的，为何输血却要钱
1,我献出的血液，采供血机构会不会拿去卖掉呢,我献的血会不会卖掉
1,什么是不规则抗体,什么是不规则抗体
0,献血要经过哪些步骤,为什么直系亲属之间不能相互献血
0,Rh阴性患者如何输血,血小板是怎样止血的
1,献血后血液多久可以恢复,献血后血液多久可以恢复
0,O型血可以输给任何血型的人吗,捐机采成分血和捐献全血有区别吗
1,我很怕痛，献血会痛吗,献血时有疼痛感吗
