text,class,label
F.19.1.2	试剂,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.19.2	操作步骤,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.19.2.1	标准品配制与制备,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.19.2.1.1	亚甲蓝标准浓缩储备液配制精密称取亚甲蓝对照品粉末38.0mg，用蒸馏水溶解并稀释至,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.19.2.1.2	标准品制备精密量取1.0mmol/L亚甲蓝标准浓缩储备液50μL，置50mL容量,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.19.2.2	样品制备,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.19.2.3	测定和计算用含1%乙酸的甲醇溶液做试剂空白，在654nm±2nm处测定吸光,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.19.3	其他,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.3.1	检查方法,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.4	无菌试验,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.4.1	检测方法,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.4.2		注意事项留取血液样本前，应当将血袋中的血液充分混匀，混匀时动作应轻柔，不能产生泡沫，也不能使其溶血。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.5	储存期末pH,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.5.1	检测方法,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.5.2	注意事项,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.6	血红蛋白含量,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.7	血细胞比容,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.8	血小板含量,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
F.9	红细胞混入量,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.1	范围,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2	标签纸质和粘贴牢固度,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2.1	质量标准,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2.1.1标签的底色应为白色，上面的字体建议采用实体黑色字体。G.2.1.2全血标签经离心后，血浆标签经离心、冷冻、水浴后，标签不能分离。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2.1.3	标签外观没有破损，相对平整。如出现皱褶，不能影响条码的扫描和读码。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2.1.4	粘贴在导管上的条码，经离心、冷冻后在常温条件下自然融化2小时，条码与导管之间不能出现分离。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2.1.5	对直接粘贴在冰冻血浆（制品表面不平整）袋上的标签，粘贴时制品不需擦拭，可直接粘贴，不能出现标签打滑的现象。对冷藏后血液制品上的标签，应进行血袋与血袋之间、手指与标签之间进行摩擦，摩擦后标签上的油墨不得脱落。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2.2	测试方法－离心试验方法按采供血过程血袋标签粘贴的操作程序，将抽检标签粘贴于规定的部位（血袋上、标签上或留样皮管）上，在分离红细胞和血浆的离心条件下离心30分钟。离心时将粘贴有标签的血袋按离心杯的容量整齐地摆放于离心杯中。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2.3	测试方法（冷冻试验方法）将血液和制品需冷冻的抽检标签粘贴于规定的部位（血袋上、标签上或留样导管）上，放置－18℃低温冰箱冷冻24小时。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2.4	测试方法－水浴试验方法对需经水浴的血液制品标签应进行水浴试验。取出粘贴有标签的冷冻血袋，放入于37℃温水池中水浴60分钟（低温沉淀物制品在2～6℃水浴4小时，再放入37℃温水池中水浴60分钟）后取出。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2.5	测试方法－粘贴牢固度试验方法对直接粘贴在冰冻血浆袋上的标签，应将标签直接粘贴在冰冻好的血袋上。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2.6	测试方法－冷藏的试验方法,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.2.7	注意事项标签粘贴牢固度试验在操作时应将标签平整地粘贴在血袋上。采供血过程中未规定的标签粘贴过程不应作为标签粘贴牢固度试验的过程。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.3	条码扫描和读码,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.3.1	质量标准各类条码在常温、冷藏、冷冻、水浴后均能为条形码识读器所读码。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.3.2	测定方法各类条码在常温、冷藏、冷冻、水浴后用条形码识读器读取。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.4	印章和书写字迹清晰度,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.4.1	质量标准标签在加盖印章和油性笔书写后，印章油印及书写字迹待干后不发生严重模糊，或部分发生模糊但仍能够清楚地辩读。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.4.2	测定方法将标签加盖印章和使用指定的油性笔书写，观察其清晰程度。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
G.5	标签安全性能检测报告：标签厂家应提供标签材质安全性能检测报告，以证明其不影响血液质量。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1.1	玻璃液体温度计：玻璃液体温度计；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1.10电离辐射防护仪：射线监测仪、照射量率仪、放射性表面污染仪、个人剂量计；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1.11	声级计：声级计；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1.12	酸度计：酸度计、血气酸碱平衡分析仪；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1.13	压力表：压力表,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1.14	分光光度计：可见光分光光度计、紫外分光光度计、红外分光光度计、荧光分光光度计、原子吸收分光光度计；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1.15	比色计：滤光光电比色计、荧光光电比色计；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1.16	血球计数器：电子血球计数器。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1.2	体温计：体温计；H.1.3	砝码：砝码；H.1.4	天平：天平；H.1.5	秤：电子秤；H.1.6	酒精计：酒精计；H.1.7	密度计：密度计；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1.8	血压计：血压计、血压表；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1.9	照射量计（含医用辐射源）：照射量计、医用辐射源；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.1本目录所列的计量器具是根据血站实际工作情况，从《中华人民共和国强制检定的工作计量器具目录》节录而成，并对序号进行了重新编排。包括：,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
H.2	以上设备是否属强制检定设备，最终以血站所在地的法定计量机构出具的强制检定报告为准。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
Hb—血红蛋白含量，单位为g；CHb—血红蛋白浓度，单位为g/L；V—全血或成分血体积，单位为L。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.1	总则,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.1.1	采集血液前应征得献血者的知情同意，并对其进行必要的健康征询、一般检查和血液检测。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.1.2	献血者献血前的一般检查和血液检测应以血站结果为准，有效期为14天。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.1.3	献血前健康检查结果只用于判断献血者是否适宜献血，不适用于献血者健康状态或疾病的诊断。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.1.4	对经健康检查不适宜献血的献血者，应给予适当解释，并注意保护其个人信息。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2	献血者知情同意,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.1		告知义务血站工作人员应在献血前对献血者履行书面告知义务，并取得献血者签字的知情同意书。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.2	告知内容,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.2.1	献血动机无偿献血是出于利他主义的动机，目的是帮助需要输血的患者。国家提供艾滋病免费咨询和艾滋病病毒抗体检测服务，如有需要，请与当地疾病预防控制中心联系。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.2.2	安全献血者的重要性不安全的血液会危害患者的生命与健康。具有高危行为的献血者不应献血，如静脉药瘾史、男男性行为或具有经血传播疾病（艾滋病、丙型肝炎、乙型肝炎、梅毒等）风险的。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.2.3	具有高危行为者故意献血的责任,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.2.4	实名制献血根据《血站管理办法》规定，献血者在献血前应出示真实有效的身份证件，血站应进行核对并登记。冒用他人身份献血的，应按照相关法律规定承担责任。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.2.5	献血者献血后回告献血者如果认为已捐献的血液可能存在安全隐患，应当尽快告知血站。血站应当提供联系电话。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.2.6	献血反应绝大多数情况下，献血是安全的，但个别人偶尔可能出现如头晕、出冷汗、穿刺部位青紫、血肿、疼痛，或头晕、出冷汗等不适，极个别可能出现较为严重的献血反应，如晕厥。医务人员应当对献血反应及时进行处置，献血者应遵照献血前和献血后注意事项，以减低献血反应的发生概率。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.2.7	健康征询与检查根据《中华人民共和国献血法》的规定，须对献血者进行健康征询与一般检查，献血者应该如实填写健康状况征询表。不真实填写者，因所献血液引发受血者发生不良后果，应按照相关法律规定承担责任。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.2.8	血液检测血站将遵照国家规定对献血者血液进行经血传播疾病的检测，检测合格的血液将用于临床，不合格血液将按照国家规定处置。血液检测结果不合格仅表明捐献的血液不符合国家血液标准的要求，不作为感染或疾病的诊断依据。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.2.9	疫情报告根据《中华人民共和国传染病防治法》等相关规定，血站将向当地疾病预防控制中心报告艾滋病病毒感染等检测阳性的结果及其个人资料。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.2.3		献血者知情同意献血者应认真阅读有关知情同意的资料，并签字表示知情同意。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3	献血者健康征询,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1	献血者有下列情况之一者不能献血,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.1	呼吸系统疾病患者，如包括慢性支气管炎、支气管扩张、支气管哮喘、肺气肿、以及肺功能不全等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.11	精神疾病患者，如抑郁症、躁狂症、精神分裂症、癔病等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.12克-雅（Creutzfeldt-Jakob）病患者及有家族病史者，或接受可能是来源于克-雅病原体感染的组织或组织衍生物（如硬脑膜、角膜、人垂体生长激素等）治疗者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.13	各种恶性肿瘤及影响健康的良性肿瘤患者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.14传染性疾病患者，如病毒性肝炎患者及感染者。获得性免疫缺陷综合征（AIDS，艾滋病）患者及人类免疫缺陷病毒（HIV）感染者。麻风病及性传播疾病患者及感染者，如梅毒患者、梅毒螺旋体感染者、淋病、尖锐湿疣等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.15	各种结核病患者，如肺结核、肾结核、淋巴结核及骨结核等。I.3.1.16	寄生虫及地方病患者，如血吸虫病、丝虫病、钩虫病、肺吸虫病、囊虫病、肝吸虫病、黑热病及克山病和大骨节病等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.17	某些职业病患者，如放射性疾病、尘肺、矽肺及有害气体、有毒物质所致的急、慢性中毒等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.18	某些药物使用者，如长期使用肾上腺皮质激素、免疫抑制剂、镇静催眠、精神类药物治疗的患者；既往或现有药物依赖、酒精依赖或药物滥用者，包括吸食、服食或经静脉、肌肉、皮下注射等途径使用类固醇、激素、镇静催眠或麻醉类药物者等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.19	易感染经血传播疾病的高危人群，如有吸毒史、男男性行为和多个性伴侣者等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.2	循环系统疾病患者，如各种心脏病、高血压病、低血压、四肢动脉粥样硬化、血栓性静脉炎等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.20	异体组织器官移植物受者：曾接受过异体移植物移植的患者，包括接受组织、器官移植，如脏器、皮肤、角膜、骨髓、骨骼、硬脑膜移植等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.21	接受过胃、肾、脾、肺等重要内脏器官切除者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.22曾使受血者发生过与输血相关的传染病的献血者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.23医护人员认为不适宜献血的其它疾病患者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.3	消化系统疾病患者，如慢性胃肠炎、活动期的或经治疗反复发作的胃及十二指肠溃疡、慢性胰腺炎、非特异性溃疡性结肠炎等。I.3.1.4	泌尿系统疾病患者，如急慢性肾小球肾炎、慢性肾盂肾炎、肾病综合征、慢性泌尿道感染以及急慢性肾功能不全等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.5血液系统疾病患者，如贫血（缺铁性贫血、巨幼红细胞贫血治愈者除外）、真性红细胞增多症、粒细胞缺乏症、白血病、淋巴瘤及各种出、凝血性疾病。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.6	内分泌系统疾病及代谢障碍疾病患者，如脑垂体及肾上腺疾病、甲状腺功能性疾病、糖尿病、肢端肥大症、尿崩症等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.7	免疫系统疾病患者，如系统性红斑狼疮、皮肌炎、硬皮病、类风湿性关节炎、大动脉炎等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.8	慢性皮肤病患者，特别是传染性、过敏性及炎症性全身皮肤病，如黄癣、广泛性湿疹及全身性牛皮癣等。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.1.9	过敏性疾病及反复发作过敏患者，如经常性荨麻疹等、支气管哮喘、药物过敏等。单纯性荨麻疹不在急性发作期间可献血。I.3.1.10		神经系统疾病患者，如脑血管病、脑炎、脑外伤后遗症、癫痫等，以及有惊厥病史或反复晕厥发作者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.1	口腔护理（包括洗牙等）后未满三天；拔牙或其他小手术后未满半个月；阑尾切除术、疝修补术及扁桃体手术痊愈后未满三个月；较大手术痊愈后未满半年者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.10与传染病患者有密切接触史者，自接触之日起至该病最长潜伏期。甲型肝炎病愈后未满一年者，痢疾病愈未满半年者，伤寒病愈未满一年者，布氏杆菌病病愈未满二年者。一年内前往疟疾流行病区者或疟疾病愈未满三年者，弓形体病临床恢复后未满六个月，Q热完全治愈未满二年。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.11口服抑制或损害血小板功能的药物（如含阿司匹林或阿司匹林类药物）停药后不满五天者，不能献单采血小板及制备血小板的成分用全血。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.12	一年内输注全血及血液成分者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.13	寄生虫病：蛔虫病、蛲虫病感染未完全康复者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.14	急性风湿热：病愈后未满二年或有后遗症者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.15	性行为：曾与易感经血传播疾病高危风险者发生性行为未满一年者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.16	旅行史：曾有国务院卫生行政部门确定的检疫传染病疫区或监测传染病疫区旅行史，入境时间未满疾病最长潜伏期者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.2	良性肿瘤：妇科良性肿瘤、体表良性肿瘤手术治疗后未满一年者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.3	妇女月经期及前后三天，妊娠期及流产后未满六个月，分娩及哺乳期未满一年者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.4	活动性或进展性眼科疾病病愈未满一周者，眼科手术愈后未满三个月者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.5上呼吸道感染病愈未满一周者，肺炎病愈未满三个月者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.6急性胃肠炎病愈未满一周者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.7	急性泌尿道感染病愈未满一个月者，急性肾盂肾炎病愈未满三个月者，泌尿系统结石发作期。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.8	伤口愈合或感染痊愈未满一周者，皮肤局限性炎症愈合后未满一周者，皮肤广泛性炎症愈合后未满二周者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2.9	被血液或组织液污染的器材致伤或污染伤口以及施行纹身术后未满一年者。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.2献血者有下列情况之一者暂不能献血,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.3	免疫接种或者接受生物制品治疗后献血的规定,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.3.1	无暴露史的预防接种,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.3.1.1	接受灭活疫苗、重组DNA疫苗、类毒素注射者无病症或不良反应出现者，暂缓至接受疫苗24小时后献血，包括：,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.3.1.2	接受减毒活疫苗接种者接受麻疹、腮腺炎、脊髓灰质炎等活疫苗最后一次免疫接种二周后，或风疹活疫苗、人用狂犬病疫苗、乙型脑炎减毒活疫苗等最后一次免疫接种四周后方可献血。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.3.2	有暴露史的预防接种被动物咬伤后接受狂犬病疫苗注射者，最后一次免疫接种一年后方可献血。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.3.3.3	接受生物制品治疗者接受抗毒素及免疫血清注射者：于最后一次注射四周后方可献血，包括破伤风抗毒素、抗狂犬病血清等。接受乙型肝炎人免疫球蛋白注射者一年后方可献血。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.4	献血者一般检查,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.4.1年龄：国家提倡献血年龄为18周岁～55周岁；既往无献血反应、符合健康检查要求的多次献血者主动要求再次献血的，年龄可延长至60周岁。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.4.2	体重：男≥50㎏，女≥45㎏。,['数据'],"[0, 0, 0, 1, 0, 0, 0]"
I.4.3	血压：,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.4.4	脉搏：60次～100次/分钟，高度耐力的运动员≥50次/分钟，节律整齐。,['数据'],"[0, 0, 0, 1, 0, 0, 0]"
I.4.5	体温：正常。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.4.6	一般健康状况:,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.4.6.1	皮肤、巩膜无黄染。皮肤无创面感染，无大面积皮肤病。I.4.6.2	四肢无重度及以上残疾，无严重功能障碍及关节无红肿。I.4.6.3	双臂静脉穿刺部位无皮肤损伤。无静脉注射药物痕迹。I.5献血前血液检测,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.5.2血红蛋白（Hb）测定：男≥120g/L；女≥115g/L。如采用硫酸铜法：男≥1.0520，女≥1.0510。,['数据'],"[0, 0, 0, 1, 0, 0, 0]"
I.5.3.1	血细胞比容（Hct）：≥0.36,['数据'],"[0, 0, 0, 1, 0, 0, 0]"
I.5.3.2	采前血小板计数（Plt）：≥150×109/L且＜450×109/LI.5.3.3	预测采后血小板数（Plt）：≥100×109/L。,['数据'],"[0, 0, 0, 1, 0, 0, 0]"
I.6.1	献血量,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.6.2	献血间隔,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
I.6献血量及献血间隔,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
K??Kappa???Pa??Pe,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
LC2—2区白细胞计数值；10—稀释倍数；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
LR?,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
P?	FHb?100%,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
P??A1C??2??92.09?1000A0,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
P?（V1??V2）??0.00921??CNaOH,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
PLT??PLTC?V...............................................(F.8.1),['其他'],"[0, 0, 1, 0, 0, 0, 0]"
PLT—血小板含量，单位为1011/袋；PLTC—血小板计数，单位为109/L；V—血小板体积，单位为L。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
PT材料可能存在基质干扰，对方法性能产生错误判断。当PT材料为临界标本，或分子结构不同于天然血清，导致抗原决定簇不能被正常识别时，这种干扰尤其明显。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
Pa?,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
Pe?,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
P—甘油含量，单位为g/L;V1—试验全程样品消耗NaOH的体积，单位为mL；V2—试验全程空白消耗NaOH的体积，单位为mL；0.00921—换算系数，0.1mol/LNaOH溶液相当于0.00921g甘油；CNaOH—滴定NaOH浓度，单位为mol/L；0.1—NaOH溶液浓度校正因子；V3—血滤液的体积，单位为mL；103.5—制备血滤液的所有血样和试剂的体积总量，单位为mL；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
RBC??RBCC?V...............................................(F.9.1),['其他'],"[0, 0, 1, 0, 0, 0, 0]"
RBC—红细胞混入量，单位为109/袋；RBCC—红细胞计数，单位为1012/L；V—血小板体积，单位为L。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
SI上限=（X最大值-X）/sSI下限=(X-X最小值)/s,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
SK,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
SK?,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
U??K	,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
"V—全血或成分血的体积,单位为mL，全血容量检测还应减去保养液容量；",['其他'],"[0, 0, 1, 0, 0, 0, 0]"
WBC??LC?V...............................................(F.10.1),['其他'],"[0, 0, 1, 0, 0, 0, 0]"
WBC—白细胞混入量，单位为108/袋；LC—白细胞计数，单位为109/L；V—血小板体积，单位为L。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
X??A1??3??WP（1??DWR）,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
a)体位改变（从卧位变为坐位或立位，从蹲位或坐位变为立位）或长时间站立；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
a)年轻（年龄＜23 周岁，特别是年龄＜20 周岁）；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
b)女性；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
b)情绪紧张、焦虑或恐惧（例如：初次献血）；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
b??c,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
c)初次献血；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
c)空腹、疲劳、饮酒、睡眠不足、长时间未补充水分；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
d)使用具有血管扩张或利尿作用的药物；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
d)血容量＜3 300 mL；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
e)具有某些心理或生理特质，如献血恐惧或焦虑、直立性低血压、晕厥史等。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
e)过热环境（例如：热水淋浴和泡热水澡）或环境温度突然变高（例如：在夏季献血者从使用空调的室内献血场所走到室外炎热环境）或环境闷热；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
f)疼痛或不适的刺激（如静脉穿刺尤其是静脉穿刺不顺利时或者看到别人发生献血不良反应时）；,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
g)采血时间过长（例如：全血采集时间＞10 min）。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
m1—全血或成分血质量，单位为g；m2—空袋质量，单位为g；,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
n,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
n	2,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
r≥0.975或r2≥0.95。医学决定水平处新方法引入的系统误差小于CLIA’88允许误差的1/2。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
sa,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
sb,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
x,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
xi,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
x均值（x－y）均值差散点图以参考方法每个标本两次检测的均值为x值，两方法试验结果均值差（x－y）为y值，绘制散点图。观察均值差随x值增大的变化。如果点的分布表现出一定的趋势，预示着两方法之间系统误差的存在。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
x－y散点图,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
yi,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
ρ—全血或成分血比重，单位为g/mL。F.3.1.2	全血及成分血比重,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
……………………………(F.17.2),['其他'],"[0, 0, 1, 0, 0, 0, 0]"
《病原微生物实验室生物安全通用准则》中的规定。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
《血站技术操作规程（2015版）》自施行以来，对促进血站规范化管理，实现并巩固核酸检测全覆盖，提升血液质量安全水平发挥了重要作用。为不断适应血站技术发展要求，我委组织相关单位和专家对规程进行系统梳理，按照保留现有体系框架、追踪前沿技术发展趋势、逐步提高标准要求、确保血液质量安全和献血者权益的思路，对规程进行修改完善，组织制定了《血站技术操作规程（2019版）》（以下简称《规程》）。,['其他'],"[0, 0, 1, 0, 0, 0, 0]"
一般健康状况：,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
上呼吸道感染病愈未满1周者，肺炎病愈未满3个月者。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
不安全的血液会危害患者的生命与健康。具有高危行为的献血者不应献血，如静脉药瘾史、男男性行为或具有经血传播疾病（艾滋病、丙型肝炎、乙型肝炎、梅毒等）风险的。,['血源管理岗'],"[0, 0, 0, 0, 0, 1, 0]"
不属于3.1～3.3所述的其他献血不良反应归入该类。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
不符合上述重度不良反应判断条件的不良反应即为非重度不良反应。,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
不良反应与献血的相关性分为以下 5 级：,['体检医师岗'],"[1, 0, 0, 0, 0, 0, 0]"
